Speed,Viscosity,Flowrate,Head
3000.0,85.0,2744.19,29.411
3000.0,250.0,1808.236,34.2048
2400.0,90.0,861.448,27.0506
2400.0,85.0,701.801,27.218
3500.0,170.0,1931.409,50.8152
1800.0,120.0,1084.963,12.3249
2400.0,380.0,1571.635,18.3311
3000.0,250.0,1368.644,37.4666
3500.0,107.0,2927.77,42.7504
1800.0,107.0,1874.994,8.2284
3000.0,63.0,3038.011,27.3935
3500.0,130.0,1637.531,54.1042
3500.0,107.0,1137.67,58.4225
2400.0,25.0,516.413,29.9807
3000.0,170.0,2952.027,24.1915
3000.0,85.0,1481.244,40.8193
1800.0,120.0,1523.55,10.172
3000.0,520.0,912.001,37.6067
3000.0,120.0,3262.859,22.9014
3000.0,63.0,2794.413,29.9243
3000.0,25.0,2472.945,34.8142
3000.0,85.0,1690.109,38.3667
3000.0,105.0,1570.982,39.2017
3500.0,520.0,2261.61,40.3006
1800.0,120.0,980.391,13.1728
1800.0,85.0,1461.103,11.0128
1800.0,380.0,485.125,12.9767
1800.0,25.0,1541.33,11.7983
3500.0,25.0,3262.775,43.3696
1800.0,170.0,1139.373,11.5146
3500.0,170.0,3116.854,38.4409
1800.0,130.0,1138.897,12.3421
3000.0,240.0,1157.68,38.714
1800.0,25.0,756.073,15.6383
3000.0,250.0,1172.598,38.8785
2400.0,170.0,1954.714,18.6739
3500.0,85.0,2955.873,43.2628
2400.0,105.0,1129.455,25.3509
3000.0,120.0,3329.964,22.6224
1800.0,250.0,1161.8,10.8074
1800.0,90.0,540.395,15.0934
3000.0,520.0,1357.972,33.4998
3500.0,107.0,2523.863,47.1876
2400.0,170.0,1044.279,24.632
3500.0,250.0,3597.605,31.1676
1800.0,85.0,1322.37,11.8638
2400.0,120.0,2606.864,13.927
3500.0,170.0,773.198,59.3854
2400.0,170.0,2431.446,14.8685
3500.0,90.0,2959.317,43.4016
3000.0,520.0,1489.379,32.305
3000.0,85.0,1410.262,41.1008
1800.0,107.0,1826.955,8.5222
1800.0,250.0,384.6,14.472
1800.0,105.0,648.937,14.6387
1800.0,107.0,1260.529,11.6749
2400.0,120.0,1931.325,19.5301
1800.0,25.0,1266.875,13.2204
2400.0,520.0,1439.396,18.2302
3000.0,130.0,2502.831,30.2669
1800.0,240.0,1832.245,7.0849
1800.0,520.0,1429.294,7.9001
3000.0,520.0,2722.49,21.5906
2400.0,240.0,1088.094,23.4356
3500.0,120.0,3901.29,31.1076
3000.0,250.0,1223.289,38.7926
3000.0,105.0,1864.88,36.6127
3000.0,130.0,3141.26,23.5697
2400.0,25.0,688.38,29.4264
3500.0,250.0,2763.824,40.7823
2400.0,85.0,784.901,27.6461
3500.0,170.0,3303.857,36.5933
3500.0,25.0,3716.469,38.1654
2400.0,90.0,1035.521,26.2525
3500.0,63.0,3300.694,42.0568
2400.0,107.0,1836.479,20.6522
1800.0,25.0,1046.04,14.4403
1800.0,170.0,1872.536,7.5154
3500.0,90.0,3804.838,33.3837
2400.0,63.0,1012.058,26.9045
1800.0,130.0,354.136,15.3712
2400.0,90.0,1627.372,22.8362
3500.0,250.0,1583.339,51.2044
3000.0,380.0,1856.943,31.0595
2400.0,85.0,1109.749,25.9519
3500.0,85.0,978.961,60.4144
3000.0,105.0,1921.969,36.6216
3000.0,380.0,965.878,37.7263
1800.0,85.0,1395.62,11.427
1800.0,250.0,1435.323,9.3344
2400.0,240.0,1639.444,19.0857
3500.0,63.0,3393.392,39.1721
2400.0,25.0,1206.782,27.1558
2400.0,105.0,1960.587,19.782
3500.0,107.0,3371.608,38.3112
2400.0,520.0,1571.071,17.4317
3000.0,107.0,1843.948,36.8004
2400.0,250.0,2611.676,12.0337
3000.0,520.0,3028.612,18.6277
1800.0,380.0,1119.691,10.1495
1800.0,25.0,1344.985,13.0614
3000.0,63.0,1986.531,37.2435
2400.0,380.0,1784.499,17.1464
1800.0,130.0,1054.267,12.6099
2400.0,63.0,2068.524,19.996
2400.0,120.0,1952.521,19.4949
3500.0,85.0,2824.444,45.6482
1800.0,120.0,865.348,13.5914
3000.0,63.0,2217.254,35.551
3500.0,520.0,2179.765,41.4055
3500.0,380.0,2360.799,41.6747
2400.0,380.0,527.384,25.1743
1800.0,25.0,1273.136,13.2909
3500.0,25.0,681.952,63.7806
1800.0,250.0,1392.693,9.5003
1800.0,63.0,1021.225,13.7462
2400.0,170.0,1898.973,18.7397
1800.0,63.0,1626.445,10.5006
2400.0,520.0,1828.327,15.6596
3500.0,107.0,976.836,60.8605
1800.0,380.0,736.794,12.235
2400.0,240.0,1816.451,18.4228
3500.0,107.0,3751.695,32.7266
3000.0,85.0,1257.123,41.9317
1800.0,105.0,1677.75,9.3855
3000.0,170.0,1160.298,40.6798
2400.0,25.0,1961.132,22.1697
1800.0,170.0,1226.889,11.1171
3500.0,107.0,1574.948,56.2166
1800.0,85.0,1600.948,10.303
1800.0,25.0,832.947,15.6104
3500.0,380.0,3892.96,24.5268
2400.0,107.0,2135.159,18.2672
1800.0,25.0,1081.571,14.1333
3000.0,63.0,2781.68,29.7903
3000.0,63.0,2959.029,27.8027
3500.0,107.0,1244.421,58.6201
3000.0,520.0,2417.887,24.3539
3500.0,520.0,2948.713,33.1683
3500.0,520.0,1969.229,43.7924
3500.0,130.0,3831.657,30.9637
2400.0,130.0,773.232,26.9486
1800.0,85.0,1358.509,11.6577
3500.0,240.0,1660.315,51.1758
3500.0,85.0,826.763,60.6912
2400.0,520.0,2219.254,12.5416
3500.0,63.0,3136.2,42.3116
3000.0,107.0,2489.513,31.1698
1800.0,240.0,1622.672,8.3948
3000.0,85.0,2332.107,32.8168
3000.0,170.0,3021.798,23.8295
3000.0,380.0,2737.025,23.3617
1800.0,380.0,1716.388,6.7754
2400.0,170.0,812.837,26.0469
1800.0,105.0,1883.799,8.1955
3000.0,380.0,1911.297,30.6489
1800.0,240.0,583.121,13.6649
2400.0,63.0,2662.695,15.2544
2400.0,120.0,1882.966,19.853
3000.0,105.0,1596.794,38.5815
1800.0,105.0,1188.874,12.3306
2400.0,85.0,899.113,27.2258
1800.0,240.0,1601.339,8.4298
3000.0,63.0,970.687,44.2281
3500.0,130.0,3334.699,37.5432
3500.0,250.0,3731.906,29.0008
3000.0,25.0,3291.332,26.319
3500.0,120.0,1613.5,55.3027
2400.0,130.0,1805.992,19.9851
3500.0,250.0,2492.323,43.2524
1800.0,107.0,1734.712,9.1641
2400.0,25.0,2392.396,18.86
3000.0,120.0,3137.908,23.6138
1800.0,85.0,640.604,14.8723
3000.0,520.0,663.333,38.5191
3000.0,240.0,751.277,41.3767
1800.0,130.0,359.459,15.7034
3000.0,240.0,2141.76,31.3466
3000.0,240.0,2681.558,25.7783
2400.0,85.0,1503.852,23.4808
2400.0,520.0,967.279,21.7872
2400.0,107.0,1979.51,19.525
1800.0,240.0,869.01,12.3588
2400.0,120.0,1433.322,22.8845
1800.0,520.0,1914.635,5.1177
3500.0,120.0,2509.266,47.0078
2400.0,250.0,796.706,24.868
3000.0,170.0,2441.511,30.3124
3000.0,380.0,2774.181,22.8888
3500.0,85.0,743.826,62.613
3000.0,85.0,3249.32,24.2819
2400.0,250.0,2642.076,11.779
2400.0,85.0,1958.16,20.4442
2400.0,130.0,1487.372,22.8663
3500.0,250.0,3001.498,37.2145
1800.0,170.0,1051.296,12.1836
1800.0,170.0,646.806,14.1285
1800.0,520.0,693.308,11.6945
3500.0,90.0,1241.043,59.1667
1800.0,240.0,670.91,13.152
3500.0,130.0,679.59,60.6321
1800.0,250.0,568.471,13.5397
3000.0,85.0,1997.015,36.9881
3500.0,170.0,3235.806,37.2768
2400.0,107.0,772.898,27.0633
1800.0,520.0,1408.778,7.97
1800.0,85.0,1206.982,12.5272
1800.0,520.0,682.118,11.6656
3000.0,380.0,2013.893,29.2257
1800.0,520.0,1273.412,8.6738
3500.0,380.0,1913.684,45.525
2400.0,240.0,2327.2,14.3506
2400.0,85.0,612.134,28.2942
3500.0,85.0,2767.827,45.4283
1800.0,25.0,1194.639,13.9069
3000.0,250.0,2350.085,28.5956
2400.0,107.0,998.764,26.6282
2400.0,107.0,2659.931,14.1061
1800.0,90.0,1143.277,12.5015
2400.0,380.0,1248.703,20.8508
2400.0,380.0,1855.01,16.441
1800.0,105.0,1185.727,12.3271
2400.0,90.0,904.338,26.6218
3500.0,250.0,2682.036,41.1907
1800.0,240.0,1558.124,8.7419
2400.0,250.0,2243.498,15.036
3000.0,120.0,1423.177,39.4309
3500.0,120.0,804.421,61.1597
3500.0,25.0,2787.25,49.0476
3000.0,85.0,1038.326,43.14
3500.0,130.0,1568.045,54.9978
3500.0,90.0,1749.65,55.6871
3500.0,85.0,737.143,61.8733
3500.0,85.0,2027.911,53.0572
3500.0,520.0,2426.051,38.5367
2400.0,120.0,2565.14,14.4872
1800.0,240.0,819.307,12.5293
3500.0,105.0,2973.676,42.4075
3000.0,105.0,639.003,44.3256
3500.0,105.0,2082.454,51.889
3500.0,120.0,3064.413,40.6936
3500.0,25.0,1528.637,59.9709
2400.0,90.0,940.513,27.0055
3000.0,25.0,2329.763,36.5119
2400.0,105.0,1659.125,22.05
1800.0,105.0,1988.063,7.4855
3000.0,130.0,1652.501,38.3483
3000.0,520.0,778.219,38.1379
3500.0,250.0,3523.125,31.5711
3000.0,85.0,1046.816,43.353
2400.0,170.0,2308.445,15.9134
2400.0,380.0,1802.818,16.5267
3500.0,25.0,975.457,62.5752
1800.0,250.0,381.61,14.5086
3000.0,130.0,2939.342,26.0731
3500.0,170.0,696.815,59.1372
3500.0,380.0,1130.792,52.6185
1800.0,25.0,951.849,14.6208
3500.0,107.0,679.01,62.8746
2400.0,90.0,1006.846,26.1717
3500.0,130.0,3797.567,31.0835
3000.0,520.0,775.837,38.6373
3000.0,107.0,1747.473,37.578
1800.0,520.0,1644.649,6.6163
3000.0,105.0,1751.32,37.0329
3500.0,170.0,1997.844,50.9804
1800.0,170.0,1286.168,10.9031
1800.0,63.0,1166.001,12.9168
3500.0,380.0,1755.566,47.6674
2400.0,520.0,2127.543,13.3829
1800.0,130.0,1725.828,8.8109
3500.0,105.0,3752.523,33.7776
3000.0,250.0,959.683,40.0856
2400.0,520.0,1791.63,16.0383
3000.0,520.0,2237.077,26.0537
3500.0,90.0,3157.429,40.4942
3500.0,520.0,2284.064,40.0809
2400.0,170.0,1302.766,23.0157
3500.0,107.0,2606.029,45.9369
2400.0,520.0,2264.259,12.089
2400.0,170.0,1347.831,22.7601
1800.0,25.0,1341.002,13.0928
3500.0,520.0,3079.68,30.9498
3500.0,105.0,2422.389,48.6277
2400.0,107.0,636.476,27.6801
2400.0,130.0,2497.668,14.8318
3000.0,25.0,1846.38,40.5438
2400.0,105.0,842.537,26.6819
1800.0,120.0,500.659,15.0076
3000.0,380.0,1413.44,34.4567
3000.0,170.0,2515.289,29.4075
2400.0,85.0,2274.992,17.6496
3500.0,63.0,1585.138,57.0232
3500.0,90.0,2225.055,50.8232
3500.0,170.0,2482.909,44.822
3000.0,105.0,3145.816,24.5561
3500.0,107.0,793.595,61.3848
3500.0,520.0,3509.365,26.6952
1800.0,25.0,1164.768,13.7333
3500.0,250.0,3135.327,36.0015
3000.0,240.0,2229.459,30.2557
2400.0,380.0,1203.916,20.9104
2400.0,63.0,1738.493,22.6257
3000.0,240.0,2788.934,24.7417
3000.0,85.0,2779.023,29.2779
3000.0,240.0,1397.051,37.6046
3500.0,90.0,2236.148,50.885
2400.0,107.0,2144.797,18.1316
3000.0,63.0,2712.99,31.3258
3000.0,520.0,1825.838,29.6703
2400.0,85.0,1168.377,25.4819
2400.0,130.0,2612.863,13.8675
3500.0,90.0,3029.204,42.7582
3500.0,520.0,3532.976,26.6069
3000.0,105.0,1866.972,36.7396
2400.0,170.0,531.144,27.2221
1800.0,520.0,1320.073,8.3625
3500.0,520.0,1667.651,46.085
3500.0,380.0,2958.612,35.1271
2400.0,170.0,1453.83,21.9494
3500.0,170.0,1124.266,58.0683
2400.0,130.0,1381.573,22.988
2400.0,63.0,745.309,28.1551
3000.0,85.0,3201.573,24.1967
3000.0,63.0,1084.096,43.161
2400.0,130.0,2431.923,15.4292
2400.0,25.0,1911.867,22.408
3000.0,380.0,1560.098,33.6383
3000.0,25.0,2201.828,37.3589
2400.0,85.0,1918.537,20.8579
3500.0,107.0,2947.06,42.7821
3000.0,90.0,2314.023,33.8673
1800.0,105.0,428.728,15.4552
1800.0,250.0,1036.953,11.3189
2400.0,250.0,553.022,25.8898
3000.0,120.0,2601.975,29.7401
2400.0,240.0,905.621,24.5876
3000.0,25.0,684.537,46.6129
1800.0,250.0,1458.832,9.1534
3000.0,130.0,2823.639,26.8306
3000.0,120.0,2587.134,30.2105
2400.0,130.0,1443.186,22.9995
3000.0,240.0,2879.21,24.2147
2400.0,240.0,1806.413,18.5234
3000.0,170.0,2335.727,30.2432
2400.0,105.0,2271.609,17.5231
2400.0,85.0,2258.693,17.6833
1800.0,107.0,1244.606,12.1418
3500.0,240.0,1134.51,55.2992
3000.0,107.0,2676.273,29.4586
3500.0,105.0,3323.576,38.6382
3500.0,170.0,3764.407,30.5424
3000.0,170.0,793.835,42.6597
3500.0,130.0,1953.53,51.7986
1800.0,240.0,1837.857,7.1133
2400.0,170.0,1001.014,25.0349
1800.0,120.0,992.44,12.9942
2400.0,170.0,1528.107,21.6728
3000.0,380.0,3146.295,19.3626
3500.0,250.0,2110.088,47.2657
3000.0,63.0,2933.754,28.2197
2400.0,63.0,1071.281,26.4379
3000.0,90.0,2712.676,29.346
3000.0,63.0,1223.487,42.3903
3500.0,85.0,2357.718,50.0239
3000.0,250.0,1293.783,37.3347
2400.0,107.0,1274.029,24.3715
2400.0,250.0,545.204,26.6147
3000.0,107.0,2156.057,34.7411
2400.0,90.0,1423.412,23.6301
3500.0,170.0,1037.153,58.381
3000.0,105.0,1786.732,37.0923
2400.0,380.0,1366.769,20.0854
3000.0,120.0,2721.613,29.1163
3000.0,130.0,635.613,44.7043
3500.0,250.0,1664.52,51.958
3500.0,120.0,1657.032,53.7334
3000.0,130.0,1103.749,41.1904
2400.0,250.0,1377.254,21.8611
2400.0,120.0,1644.394,21.588
2400.0,105.0,2166.351,17.9955
3000.0,107.0,3044.104,25.8532
3500.0,520.0,3589.565,25.9747
2400.0,240.0,846.524,24.8687
3000.0,120.0,2488.113,30.9326
3500.0,250.0,2904.926,38.7434
3500.0,120.0,794.395,60.4549
2400.0,240.0,600.897,25.9088
3000.0,250.0,3169.451,21.1831
1800.0,520.0,355.631,13.0571
1800.0,107.0,1830.272,8.5033
2400.0,130.0,820.413,26.6315
3000.0,105.0,1204.152,41.6095
3500.0,25.0,1605.822,59.4258
2400.0,105.0,1778.251,20.9321
1800.0,90.0,1111.909,12.8583
1800.0,250.0,1110.905,11.1141
2400.0,240.0,2084.039,16.5368
1800.0,250.0,1853.133,6.9358
2400.0,130.0,960.815,25.5914
3000.0,25.0,1309.692,43.3506
3000.0,25.0,1021.309,45.8253
3500.0,63.0,2865.515,46.3446
3000.0,107.0,2723.984,29.0676
2400.0,107.0,2101.388,18.9018
2400.0,240.0,1305.362,22.1093
3500.0,250.0,1221.755,53.8415
3000.0,120.0,2671.244,29.1214
2400.0,25.0,1411.867,25.66
3500.0,250.0,2042.375,47.6721
1800.0,520.0,1906.443,5.3095
3000.0,520.0,1169.443,35.4087
3500.0,120.0,1282.632,57.8156
1800.0,250.0,1764.372,7.3602
2400.0,520.0,1604.56,17.518
1800.0,120.0,369.414,15.3908
3000.0,90.0,2654.176,30.5087
3500.0,170.0,3113.939,40.051
1800.0,25.0,401.941,16.6567
2400.0,380.0,2146.727,14.2109
1800.0,520.0,861.871,10.81
2400.0,63.0,1641.945,22.9378
2400.0,105.0,1371.83,23.8551
3500.0,107.0,1647.603,56.1973
3500.0,90.0,1530.725,55.719
2400.0,130.0,2591.811,14.2016
3000.0,105.0,1456.58,39.7316
3000.0,170.0,1929.154,34.3405
3500.0,120.0,2414.094,48.1176
1800.0,85.0,371.528,15.9414
3000.0,240.0,1003.151,40.7363
1800.0,240.0,924.258,12.2451
3500.0,85.0,2485.732,48.8792
2400.0,250.0,1360.019,21.7017
3000.0,85.0,1377.285,41.1914
3500.0,130.0,1444.636,55.6354
1800.0,107.0,885.691,13.7497
3500.0,130.0,1976.525,52.8579
3000.0,90.0,2749.634,29.009
3500.0,130.0,3049.949,40.8698
2400.0,63.0,505.45,29.3234
3500.0,250.0,1071.547,55.0181
3000.0,105.0,1453.701,39.9813
1800.0,380.0,583.93,12.9275
2400.0,520.0,1643.636,16.7927
1800.0,105.0,1533.304,10.3053
2400.0,90.0,872.794,26.7648
3000.0,240.0,2549.215,27.2112
1800.0,105.0,1322.322,11.6088
2400.0,105.0,2087.321,18.876
3000.0,170.0,1456.146,38.6811
2400.0,130.0,2245.701,16.8407
2400.0,85.0,2503.219,15.809
1800.0,240.0,1641.815,8.2135
